lind	locus	bs_outl
25035	L35104	0
25036	L35106	0
25037	L35108	0
25038	L35110	0
25039	L35111	0
25040	L35112	0
25041	L35113	0
25042	L35116	0
25043	L35119	0
25044	L35120	0
25045	L35121	0
25046	L35123	0
25047	L35125	0
25048	L35127	0
25049	L35130	0
25050	L35131	0
25051	L35133	0
25052	L35134	0
25053	L35136	0
25054	L35139	0
25055	L35140	0
25056	L35141	0
25057	L35144	0
25058	L35148	0
25059	L35149	0
25060	L35150	0
25061	L35152	0
25062	L35155	0
25063	L35156	0
25064	L35158	0
25065	L35159	0
25066	L35160	0
25067	L35161	0
25068	L35164	0
25069	L35167	0
25070	L35168	1
25071	L35170	0
25072	L35173	0
25073	L35175	0
25074	L35177	0
25075	L35178	0
25076	L35182	0
25077	L35185	0
25078	L35187	0
25079	L35189	0
25080	L35191	0
25081	L35196	0
25082	L35198	0
25083	L35199	0
25084	L35202	0
25085	L35206	0
25086	L35207	0
25087	L35212	0
25088	L35215	0
25089	L35219	0
25090	L35220	0
25091	L35223	0
25092	L35224	0
25093	L35227	0
25094	L35228	0
25095	L35230	0
25096	L35231	0
25097	L35232	0
25098	L35235	0
25099	L35236	0
25100	L35238	0
25101	L35240	0
25102	L35241	0
25103	L35242	0
25104	L35244	0
25105	L35247	0
25106	L35250	0
25107	L35251	0
25108	L35252	0
25109	L35253	0
25110	L35255	0
25111	L35259	0
25112	L35261	0
25113	L35263	0
25114	L35265	0
25115	L35266	0
25116	L35267	0
25117	L35268	0
25118	L35271	0
25119	L35272	0
25120	L35274	0
25121	L35276	1
25122	L35277	0
25123	L35279	0
25124	L35282	0
25125	L35283	0
25126	L35284	0
25127	L35288	0
25128	L35289	0
25129	L35290	0
25130	L35291	0
25131	L35292	0
25132	L35293	0
25133	L35294	0
25134	L35295	0
25135	L35298	0
25136	L35300	0
25137	L35303	0
25138	L35305	0
25139	L35307	0
25140	L35308	0
25141	L35310	0
25142	L35313	0
25143	L35316	0
25144	L35319	0
25145	L35323	0
25146	L35324	1
25147	L35325	0
25148	L35327	0
25149	L35328	0
25150	L35329	0
25151	L35331	0
25152	L35335	0
25153	L35336	0
25154	L35337	0
25155	L35339	0
25156	L35340	0
25157	L35342	0
25158	L35346	0
25159	L35347	0
25160	L35348	0
25161	L35351	0
25162	L35353	0
25163	L35355	0
25164	L35357	0
25165	L35358	0
25166	L35359	0
25167	L35362	0
25168	L35364	0
25169	L35365	0
25170	L35367	0
25171	L35370	0
25172	L35372	0
25173	L35373	0
25174	L35374	0
25175	L35375	0
25176	L35377	0
25177	L35378	0
25178	L35380	0
25179	L35383	0
25180	L35384	0
25181	L35386	0
25182	L35387	0
25183	L35388	0
25184	L35392	0
25185	L35393	0
25186	L35395	0
25187	L35396	0
25188	L35397	0
25189	L35399	0
25190	L35401	0
25191	L35402	0
25192	L35403	0
25193	L35405	0
25194	L35407	0
25195	L35408	0
25196	L35410	0
25197	L35413	1
25198	L35417	0
25199	L35418	0
25200	L35421	0
25201	L35424	0
25202	L35425	0
25203	L35427	0
25204	L35428	0
25205	L35429	0
25206	L35431	0
25207	L35432	0
25208	L35435	0
25209	L35436	1
25210	L35437	0
25211	L35438	0
25212	L35440	0
25213	L35441	0
25214	L35443	0
25215	L35444	0
25216	L35445	0
25217	L35448	0
25218	L35452	0
25219	L35453	0
25220	L35455	0
25221	L35456	0
25222	L35458	0
25223	L35460	0
25224	L35463	0
25225	L35467	0
25226	L35469	0
25227	L35470	0
25228	L35473	0
25229	L35476	0
25230	L35480	0
25231	L35483	0
25232	L35484	0
25233	L35485	0
25234	L35487	0
25235	L35488	0
25236	L35490	0
25237	L35491	0
25238	L35494	0
25239	L35496	0
25240	L35502	0
25241	L35503	0
25242	L35506	0
25243	L35508	0
25244	L35510	0
25245	L35512	0
25246	L35515	0
25247	L35516	0
25248	L35518	0
25249	L35520	0
25250	L35521	0
25251	L35523	0
25252	L35524	0
25253	L35525	0
25254	L35527	0
25255	L35528	0
25256	L35529	0
25257	L35531	0
25258	L35532	0
25259	L35535	1
25260	L35537	0
25261	L35539	0
25262	L35541	0
25263	L35543	0
25264	L35546	0
25265	L35547	0
25266	L35549	0
25267	L35553	0
25268	L35554	0
25269	L35555	0
25270	L35557	0
25271	L35558	0
25272	L35563	0
25273	L35565	0
25274	L35568	0
25275	L35570	0
25276	L35573	0
25277	L35574	1
25278	L35576	0
25279	L35579	0
25280	L35580	0
25281	L35583	0
25282	L35584	0
25283	L35585	0
25284	L35589	0
25285	L35590	0
25286	L35591	0
25287	L35595	0
25288	L35597	0
25289	L35598	0
25290	L35599	0
25291	L35600	0
25292	L35602	1
25293	L35605	0
25294	L35606	0
25295	L35607	0
25296	L35608	0
25297	L35610	0
25298	L35612	0
25299	L35614	0
25300	L35617	0
25301	L35619	0
25302	L35622	0
25303	L35623	0
25304	L35624	0
25305	L35625	0
25306	L35628	0
25307	L35632	0
25308	L35635	0
25309	L35637	0
25310	L35638	0
25311	L35640	0
25312	L35642	0
25313	L35643	0
25314	L35644	0
25315	L35645	0
25316	L35647	0
25317	L35651	0
25318	L35653	0
25319	L35654	0
25320	L35657	0
25321	L35660	0
25322	L35662	0
25323	L35664	0
25324	L35665	0
25325	L35666	0
25326	L35669	0
25327	L35671	0
25328	L35673	0
25329	L35674	0
25330	L35676	0
25331	L35678	0
25332	L35680	0
25333	L35683	0
25334	L35684	0
25335	L35686	0
25336	L35689	0
25337	L35690	0
25338	L35691	0
25339	L35694	0
25340	L35698	0
25341	L35699	0
25342	L35701	0
25343	L35703	0
25344	L35705	0
25345	L35706	0
25346	L35710	0
25347	L35711	0
25348	L35712	0
25349	L35715	0
25350	L35719	0
25351	L35722	0
25352	L35724	1
25353	L35725	0
25354	L35726	0
25355	L35727	0
25356	L35729	0
25357	L35733	0
25358	L35734	1
25359	L35736	0
25360	L35738	0
25361	L35740	1
25362	L35741	0
25363	L35743	0
25364	L35745	0
25365	L35746	0
25366	L35748	0
25367	L35752	0
25368	L35754	0
25369	L35757	0
25370	L35759	0
25371	L35760	0
25372	L35762	0
25373	L35764	0
25374	L35765	0
25375	L35766	0
25376	L35770	0
25377	L35772	0
25378	L35774	0
25379	L35775	0
25380	L35777	0
25381	L35778	0
25382	L35779	0
25383	L35780	0
25384	L35783	0
25385	L35785	0
25386	L35788	0
25387	L35791	0
25388	L35794	0
25389	L35798	0
25390	L35800	1
25391	L35801	0
25392	L35803	0
25393	L35804	0
25394	L35807	0
25395	L35808	0
25396	L35809	0
25397	L35812	0
25398	L35815	0
25399	L35817	0
25400	L35819	0
25401	L35822	0
25402	L35824	0
25403	L35825	0
25404	L35828	0
25405	L35829	0
25406	L35831	0
25407	L35832	0
25408	L35833	0
25409	L35835	0
25410	L35837	0
25411	L35840	0
25412	L35842	0
25413	L35844	0
25414	L35847	0
25415	L35849	0
25416	L35851	0
25417	L35852	0
25418	L35854	0
25419	L35857	0
25420	L35861	0
25421	L35862	0
25422	L35865	0
25423	L35866	0
25424	L35869	0
25425	L35871	0
25426	L35872	0
25427	L35875	0
25428	L35876	0
25429	L35877	0
25430	L35878	0
25431	L35879	0
25432	L35883	0
25433	L35884	0
25434	L35885	0
25435	L35886	0
25436	L35889	0
25437	L35890	0
25438	L35891	0
25439	L35893	0
25440	L35894	0
25441	L35896	0
25442	L35897	0
25443	L35899	0
25444	L35900	0
25445	L35902	0
25446	L35904	0
25447	L35907	0
25448	L35908	0
25449	L35911	0
25450	L35914	0
25451	L35915	0
25452	L35917	0
25453	L35919	0
25454	L35921	0
25455	L35922	0
25456	L35923	0
25457	L35925	0
25458	L35927	0
25459	L35928	0
25460	L35930	0
25461	L35931	0
25462	L35933	0
25463	L35936	0
25464	L35937	0
25465	L35940	1
25466	L35943	0
25467	L35946	0
25468	L35947	0
25469	L35949	0
25470	L35952	0
25471	L35953	0
25472	L35954	0
25473	L35958	0
25474	L35959	0
25475	L35964	0
25476	L35965	0
25477	L35967	0
25478	L35970	0
25479	L35971	0
25480	L35972	0
25481	L35973	0
25482	L35976	0
25483	L35978	0
25484	L35979	0
25485	L35981	0
25486	L35983	0
25487	L35985	0
25488	L35989	0
25489	L35990	0
25490	L35992	0
25491	L35995	0
25492	L35996	0
25493	L35999	0
25494	L36002	0
25495	L36004	0
25496	L36008	0
25497	L36010	0
25498	L36013	0
25499	L36015	0
25500	L36016	0
25501	L36018	0
25502	L36020	0
25503	L36021	0
25504	L36023	0
25505	L36026	0
25506	L36028	0
25507	L36030	0
25508	L36032	0
25509	L36033	0
25510	L36034	0
25511	L36035	1
25512	L36036	0
25513	L36038	0
25514	L36042	0
25515	L36045	0
25516	L36047	0
25517	L36050	0
25518	L36053	0
25519	L36056	0
25520	L36057	0
25521	L36061	1
25522	L36062	0
25523	L36065	0
25524	L36067	0
25525	L36069	0
25526	L36070	0
25527	L36074	0
25528	L36076	0
25529	L36080	0
25530	L36082	0
25531	L36083	0
25532	L36084	0
25533	L36085	0
25534	L36086	0
25535	L36087	0
25536	L36089	0
25537	L36091	0
25538	L36093	0
25539	L36094	0
25540	L36096	0
25541	L36098	0
25542	L36101	0
25543	L36103	0
25544	L36105	0
25545	L36106	0
25546	L36107	0
25547	L36110	0
25548	L36111	0
25549	L36114	0
25550	L36116	0
25551	L36117	0
25552	L36119	0
25553	L36122	0
25554	L36123	0
25555	L36127	0
25556	L36130	0
25557	L36131	0
25558	L36133	0
25559	L36135	0
25560	L36137	0
25561	L36138	0
25562	L36140	0
25563	L36141	0
25564	L36143	0
25565	L36145	0
25566	L36148	0
25567	L36149	0
25568	L36151	0
25569	L36152	0
25570	L36153	0
25571	L36154	0
25572	L36155	0
25573	L36157	0
25574	L36159	0
25575	L36161	0
25576	L36165	0
25577	L36169	0
25578	L36172	0
25579	L36174	0
25580	L36176	0
25581	L36177	0
25582	L36178	0
25583	L36181	0
25584	L36182	0
25585	L36183	0
25586	L36184	0
25587	L36188	0
25588	L36189	0
25589	L36192	0
25590	L36193	1
25591	L36196	0
25592	L36197	0
25593	L36199	0
25594	L36203	0
25595	L36204	0
25596	L36206	0
25597	L36207	0
25598	L36209	0
25599	L36215	0
25600	L36216	0
25601	L36219	0
25602	L36222	0
25603	L36225	0
25604	L36231	0
25605	L36232	0
25606	L36233	0
25607	L36234	0
25608	L36235	0
25609	L36236	0
25610	L36237	0
25611	L36239	0
25612	L36240	0
25613	L36242	0
25614	L36243	0
25615	L36245	0
25616	L36252	0
25617	L36256	0
25618	L36257	0
25619	L36260	0
25620	L36262	0
25621	L36263	0
25622	L36265	0
25623	L36266	0
25624	L36269	0
25625	L36270	0
25626	L36272	0
25627	L36274	0
25628	L36275	0
25629	L36279	0
25630	L36284	0
25631	L36285	0
25632	L36290	0
25633	L36292	0
25634	L36293	0
25635	L36295	0
25636	L36297	0
25637	L36300	0
25638	L36302	0
25639	L36303	0
25640	L36307	0
25641	L36308	0
25642	L36311	0
25643	L36312	0
25644	L36315	0
25645	L36316	0
25646	L36319	0
25647	L36321	0
25648	L36322	0
25649	L36326	0
25650	L36327	0
25651	L36328	0
25652	L36329	0
25653	L36332	0
25654	L36334	0
25655	L36335	0
25656	L36337	0
25657	L36339	0
25658	L36342	0
25659	L36344	0
25660	L36345	0
25661	L36346	0
25662	L36349	0
25663	L36351	0
25664	L36356	0
25665	L36357	0
25666	L36362	0
25667	L36363	0
25668	L36365	0
25669	L36366	0
25670	L36367	0
25671	L36368	0
25672	L36369	0
25673	L36370	0
25674	L36372	0
25675	L36373	0
25676	L36380	0
25677	L36381	0
25678	L36383	0
25679	L36385	0
25680	L36386	0
25681	L36388	0
25682	L36390	0
25683	L36391	0
25684	L36394	0
25685	L36397	0
25686	L36398	0
25687	L36400	0
25688	L36403	0
25689	L36405	0
25690	L36407	0
25691	L36409	0
25692	L36412	0
25693	L36415	0
25694	L36416	0
25695	L36417	0
25696	L36419	0
25697	L36422	0
25698	L36424	0
25699	L36428	0
25700	L36429	0
25701	L36431	0
25702	L36432	0
25703	L36433	0
25704	L36434	0
25705	L36440	0
25706	L36442	1
25707	L36443	0
25708	L36446	0
25709	L36447	0
25710	L36448	0
25711	L36450	0
25712	L36452	0
25713	L36453	0
25714	L36456	0
25715	L36458	0
25716	L36460	0
25717	L36461	0
25718	L36462	0
25719	L36466	0
25720	L36467	1
25721	L36472	0
25722	L36473	0
25723	L36475	0
25724	L36478	0
25725	L36480	0
25726	L36482	0
25727	L36485	0
25728	L36487	0
25729	L36488	0
25730	L36490	0
25731	L36493	0
25732	L36497	0
25733	L36500	0
25734	L36501	0
25735	L36502	0
25736	L36505	0
25737	L36509	0
25738	L36510	0
25739	L36511	0
25740	L36513	0
25741	L36514	0
25742	L36516	0
25743	L36518	0
25744	L36519	1
25745	L36520	0
25746	L36522	0
25747	L36524	0
25748	L36525	0
25749	L36526	0
25750	L36530	0
25751	L36532	0
25752	L36534	0
25753	L36537	0
25754	L36538	0
25755	L36539	0
25756	L36542	0
25757	L36544	0
25758	L36549	0
25759	L36552	0
25760	L36553	0
25761	L36554	0
25762	L36555	0
25763	L36557	0
25764	L36560	0
25765	L36562	0
25766	L36565	0
25767	L36566	0
25768	L36568	0
25769	L36571	1
25770	L36574	0
25771	L36575	0
25772	L36576	0
25773	L36579	0
25774	L36584	0
25775	L36587	0
25776	L36591	0
25777	L36593	0
25778	L36598	0
25779	L36600	0
25780	L36601	0
25781	L36604	0
25782	L36606	0
25783	L36608	0
25784	L36609	0
25785	L36611	0
25786	L36613	0
25787	L36619	0
25788	L36620	0
25789	L36621	0
25790	L36623	0
25791	L36625	0
25792	L36627	0
25793	L36629	0
25794	L36632	0
25795	L36634	0
25796	L36636	0
25797	L36637	0
25798	L36638	0
25799	L36640	0
25800	L36642	0
25801	L36643	0
25802	L36645	0
25803	L36646	0
25804	L36648	0
25805	L36649	0
25806	L36651	0
25807	L36654	0
25808	L36656	0
25809	L36658	0
25810	L36660	0
25811	L36661	0
25812	L36663	0
25813	L36665	0
25814	L36667	1
25815	L36670	0
25816	L36674	0
25817	L36675	0
25818	L36679	0
25819	L36680	0
25820	L36681	0
25821	L36683	0
25822	L36685	0
25823	L36687	0
25824	L36690	0
25825	L36691	0
25826	L36694	0
25827	L36696	0
25828	L36698	0
25829	L36700	0
25830	L36702	0
25831	L36703	0
25832	L36705	0
25833	L36707	0
25834	L36709	0
25835	L36710	0
25836	L36711	0
25837	L36714	0
25838	L36716	0
25839	L36718	0
25840	L36719	0
25841	L36720	1
25842	L36724	0
25843	L36727	0
25844	L36728	0
25845	L36729	0
25846	L36730	0
25847	L36731	0
25848	L36732	0
25849	L36734	0
25850	L36735	0
25851	L36736	0
25852	L36738	0
25853	L36741	0
25854	L36743	0
25855	L36744	0
25856	L36745	0
25857	L36748	0
25858	L36751	0
25859	L36753	0
25860	L36755	0
25861	L36756	0
25862	L36760	0
25863	L36761	0
25864	L36762	0
25865	L36763	0
25866	L36766	0
25867	L36767	0
25868	L36769	0
25869	L36770	0
25870	L36771	0
25871	L36776	0
25872	L36777	0
25873	L36778	0
25874	L36781	0
25875	L36783	0
25876	L36784	0
25877	L36785	0
25878	L36787	0
25879	L36790	0
25880	L36791	0
25881	L36792	0
25882	L36794	0
25883	L36796	0
25884	L36799	0
25885	L36800	1
25886	L36801	0
25887	L36802	0
25888	L36803	0
25889	L36805	0
25890	L36807	0
25891	L36809	0
25892	L36810	0
25893	L36811	1
25894	L36814	0
25895	L36816	0
25896	L36818	0
25897	L36820	0
25898	L36822	0
25899	L36825	0
25900	L36828	0
25901	L36829	0
25902	L36830	0
25903	L36832	0
25904	L36833	0
25905	L36834	0
25906	L36835	0
25907	L36838	0
25908	L36839	0
25909	L36840	0
25910	L36843	0
25911	L36844	0
25912	L36846	0
25913	L36847	0
25914	L36848	0
25915	L36850	0
25916	L36852	0
25917	L36854	0
25918	L36855	0
25919	L36856	0
25920	L36858	0
25921	L36862	0
25922	L36863	0
25923	L36864	0
25924	L36866	0
25925	L36868	0
25926	L36869	0
25927	L36871	0
25928	L36873	0
25929	L36876	0
25930	L36879	0
25931	L36882	0
25932	L36883	0
25933	L36885	0
25934	L36886	0
25935	L36887	0
25936	L36888	0
25937	L36890	0
25938	L36892	0
25939	L36895	0
25940	L36896	0
25941	L36897	0
25942	L36900	0
25943	L36903	0
25944	L36904	0
25945	L36906	0
25946	L36908	0
25947	L36910	0
25948	L36912	0
25949	L36915	0
25950	L36916	0
25951	L36921	0
25952	L36923	0
25953	L36924	0
25954	L36926	0
25955	L36927	0
25956	L36928	0
25957	L36931	0
25958	L36932	0
25959	L36934	0
25960	L36937	0
25961	L36939	0
25962	L36940	0
25963	L36941	0
25964	L36942	0
25965	L36944	0
25966	L36945	0
25967	L36946	0
25968	L36949	0
25969	L36950	0
25970	L36951	0
25971	L36952	0
25972	L36953	0
25973	L36955	0
25974	L36957	0
25975	L36961	0
25976	L36963	0
25977	L36964	0
25978	L36965	0
25979	L36969	0
25980	L36971	0
25981	L36974	0
25982	L36978	0
25983	L36979	0
25984	L36980	0
25985	L36981	0
25986	L36982	0
25987	L36984	0
25988	L36986	0
25989	L36990	0
25990	L36992	0
25991	L36995	0
25992	L36996	0
25993	L36997	0
25994	L36998	0
25995	L37003	0
25996	L37005	0
25997	L37008	0
25998	L37012	0
25999	L37014	0
26000	L37017	0
26001	L37019	0
26002	L37020	0
26003	L37023	0
26004	L37025	0
26005	L37027	0
26006	L37029	0
26007	L37033	0
26008	L37035	0
26009	L37038	0
26010	L37041	0
26011	L37044	0
26012	L37046	0
26013	L37047	0
26014	L37048	0
26015	L37049	0
26016	L37050	1
26017	L37051	0
26018	L37052	0
26019	L37053	0
26020	L37054	0
26021	L37056	0
26022	L37060	1
26023	L37064	1
26024	L37066	0
26025	L37067	0
26026	L37069	0
26027	L37070	0
26028	L37072	0
26029	L37074	0
26030	L37076	0
26031	L37078	0
26032	L37079	0
26033	L37080	0
26034	L37082	0
26035	L37084	0
26036	L37085	0
26037	L37087	0
26038	L37088	0
26039	L37089	0
26040	L37090	0
26041	L37095	0
26042	L37098	0
26043	L37099	0
26044	L37101	0
26045	L37102	0
26046	L37104	0
26047	L37108	0
26048	L37110	0
26049	L37111	0
26050	L37114	0
26051	L37118	0
26052	L37119	0
26053	L37120	0
26054	L37123	0
26055	L37127	0
26056	L37130	0
26057	L37131	0
26058	L37133	0
26059	L37137	0
26060	L37138	0
26061	L37139	0
26062	L37142	0
26063	L37143	0
26064	L37145	0
26065	L37146	0
26066	L37148	0
26067	L37150	1
26068	L37152	1
26069	L37154	0
26070	L37156	0
26071	L37157	0
26072	L37161	0
26073	L37163	0
26074	L37166	0
26075	L37168	0
26076	L37170	1
26077	L37172	0
26078	L37174	0
26079	L37175	0
26080	L37178	0
26081	L37179	0
26082	L37182	1
26083	L37183	0
26084	L37185	0
26085	L37188	0
26086	L37189	0
26087	L37190	0
26088	L37193	0
26089	L37196	0
26090	L37197	0
26091	L37198	0
26092	L37201	0
26093	L37204	0
26094	L37207	0
26095	L37208	0
26096	L37211	0
26097	L37212	0
26098	L37213	0
26099	L37214	0
26100	L37215	0
26101	L37216	0
26102	L37217	0
26103	L37219	0
26104	L37221	0
26105	L37223	0
26106	L37226	1
26107	L37230	0
26108	L37231	0
26109	L37234	0
26110	L37235	0
26111	L37236	0
26112	L37238	0
26113	L37239	0
26114	L37242	0
26115	L37244	0
26116	L37246	0
26117	L37249	0
26118	L37250	0
26119	L37251	0
26120	L37252	0
26121	L37254	0
26122	L37255	0
26123	L37256	0
26124	L37258	0
26125	L37259	0
26126	L37261	0
26127	L37262	0
26128	L37263	0
26129	L37266	0
26130	L37269	0
26131	L37271	0
26132	L37273	0
26133	L37274	0
26134	L37277	0
26135	L37278	0
26136	L37279	0
26137	L37281	1
26138	L37283	0
26139	L37285	0
26140	L37287	0
26141	L37292	0
26142	L37294	0
26143	L37295	0
26144	L37298	0
26145	L37299	0
26146	L37300	0
26147	L37302	0
26148	L37303	0
26149	L37304	1
26150	L37305	0
26151	L37306	0
26152	L37308	0
26153	L37310	0
26154	L37311	0
26155	L37312	0
26156	L37313	0
26157	L37315	0
26158	L37316	0
26159	L37318	0
26160	L37321	0
26161	L37323	0
26162	L37324	0
26163	L37326	0
26164	L37329	0
26165	L37333	0
26166	L37334	0
26167	L37337	0
26168	L37340	0
26169	L37342	0
26170	L37344	0
26171	L37346	0
26172	L37348	0
26173	L37349	0
26174	L37352	0
26175	L37353	0
26176	L37356	0
26177	L37357	0
26178	L37358	0
26179	L37360	0
26180	L37363	0
26181	L37365	0
26182	L37366	0
26183	L37368	0
26184	L37369	0
26185	L37371	0
26186	L37372	0
26187	L37373	0
26188	L37374	0
26189	L37376	0
26190	L37378	1
26191	L37379	1
26192	L37382	0
26193	L37384	0
26194	L37386	0
26195	L37388	0
26196	L37389	0
26197	L37390	1
26198	L37394	0
26199	L37396	0
26200	L37397	0
26201	L37398	1
26202	L37400	0
26203	L37401	0
26204	L37402	0
26205	L37403	0
26206	L37405	0
26207	L37407	0
26208	L37408	0
26209	L37409	0
26210	L37412	0
26211	L37414	0
26212	L37416	0
26213	L37417	0
26214	L37419	0
26215	L37424	0
26216	L37426	0
26217	L37428	0
26218	L37429	0
26219	L37431	0
26220	L37432	0
26221	L37434	0
26222	L37435	0
26223	L37436	0
26224	L37438	0
26225	L37439	0
26226	L37440	0
26227	L37443	0
26228	L37444	0
26229	L37446	0
26230	L37448	0
26231	L37449	0
26232	L37451	0
26233	L37454	0
26234	L37455	0
26235	L37456	0
26236	L37457	0
26237	L37459	0
26238	L37461	0
26239	L37462	0
26240	L37464	0
26241	L37465	0
26242	L37471	0
26243	L37473	0
26244	L37474	0
26245	L37476	0
26246	L37477	0
26247	L37479	0
26248	L37480	0
26249	L37482	0
26250	L37485	0
26251	L37486	0
26252	L37487	0
26253	L37488	0
26254	L37489	0
26255	L37492	0
26256	L37494	0
26257	L37498	0
26258	L37500	0
26259	L37501	0
26260	L37504	1
26261	L37506	0
26262	L37509	0
26263	L37511	0
26264	L37512	0
26265	L37514	0
26266	L37516	0
26267	L37517	0
26268	L37519	0
26269	L37521	0
26270	L37523	0
26271	L37525	0
26272	L37528	0
26273	L37530	0
26274	L37532	0
26275	L37533	0
26276	L37536	0
26277	L37537	0
26278	L37540	0
26279	L37544	0
26280	L37546	0
26281	L37548	0
26282	L37550	0
26283	L37552	0
26284	L37555	0
26285	L37558	1
26286	L37560	0
26287	L37561	0
26288	L37563	0
26289	L37566	0
26290	L37567	0
26291	L37573	0
26292	L37574	0
26293	L37576	0
26294	L37577	0
26295	L37578	0
26296	L37580	0
26297	L37581	0
26298	L37582	0
26299	L37586	0
26300	L37589	0
26301	L37591	0
26302	L37592	0
26303	L37593	0
26304	L37595	0
26305	L37598	0
26306	L37600	0
26307	L37605	0
26308	L37607	0
26309	L37609	0
26310	L37612	0
26311	L37614	0
26312	L37616	0
26313	L37619	0
26314	L37621	0
26315	L37622	0
26316	L37624	0
26317	L37625	0
26318	L37626	0
26319	L37627	0
26320	L37628	0
26321	L37629	0
26322	L37632	0
26323	L37633	0
26324	L37634	0
26325	L37636	0
26326	L37638	0
26327	L37641	0
26328	L37642	0
26329	L37643	0
26330	L37644	0
26331	L37645	0
26332	L37647	0
26333	L37649	0
26334	L37650	0
26335	L37651	0
26336	L37653	0
26337	L37659	0
26338	L37662	0
26339	L37664	0
26340	L37666	0
26341	L37667	0
26342	L37670	0
26343	L37672	0
26344	L37674	0
26345	L37675	0
26346	L37677	0
26347	L37680	0
26348	L37681	0
26349	L37683	0
26350	L37686	0
26351	L37688	0
26352	L37689	0
26353	L37691	0
26354	L37692	0
26355	L37693	0
26356	L37695	0
26357	L37697	0
26358	L37700	0
26359	L37703	0
26360	L37705	0
26361	L37706	0
26362	L37709	0
26363	L37713	0
26364	L37715	0
26365	L37719	0
26366	L37721	0
26367	L37723	0
26368	L37725	0
26369	L37726	0
26370	L37727	0
26371	L37729	0
26372	L37731	0
26373	L37733	0
26374	L37736	0
26375	L37739	0
26376	L37740	0
26377	L37741	0
26378	L37744	0
26379	L37747	0
26380	L37749	0
26381	L37750	0
26382	L37753	0
26383	L37756	0
26384	L37760	0
26385	L37761	0
26386	L37763	0
26387	L37765	0
26388	L37766	0
26389	L37768	0
26390	L37770	0
26391	L37773	0
26392	L37775	0
26393	L37776	0
26394	L37778	0
26395	L37779	0
26396	L37782	0
26397	L37784	0
26398	L37786	0
26399	L37788	0
26400	L37790	0
26401	L37791	0
26402	L37795	0
26403	L37798	0
26404	L37799	0
26405	L37801	0
26406	L37802	0
26407	L37803	0
26408	L37806	0
26409	L37809	0
26410	L37810	0
26411	L37811	0
26412	L37813	0
26413	L37815	0
26414	L37816	0
26415	L37817	0
26416	L37819	0
26417	L37820	0
26418	L37822	0
26419	L37824	0
26420	L37829	0
26421	L37831	0
26422	L37832	0
26423	L37833	0
26424	L37834	0
26425	L37836	0
26426	L37839	0
26427	L37841	0
26428	L37843	0
26429	L37844	0
26430	L37845	0
26431	L37848	0
26432	L37851	0
26433	L37852	0
26434	L37854	0
26435	L37855	0
26436	L37856	0
26437	L37857	0
26438	L37858	0
26439	L37859	0
26440	L37864	0
26441	L37866	0
26442	L37867	0
26443	L37869	0
26444	L37871	0
26445	L37873	0
26446	L37875	1
26447	L37877	0
26448	L37880	0
26449	L37881	0
26450	L37883	0
26451	L37885	0
26452	L37887	0
26453	L37888	0
26454	L37890	0
26455	L37893	0
26456	L37895	0
26457	L37899	0
26458	L37901	0
26459	L37903	0
26460	L37905	0
26461	L37908	0
26462	L37909	0
26463	L37910	0
26464	L37912	0
26465	L37914	0
26466	L37917	0
26467	L37919	0
26468	L37920	0
26469	L37922	0
26470	L37923	0
26471	L37925	0
26472	L37926	0
26473	L37931	0
26474	L37933	0
26475	L37934	0
26476	L37935	0
26477	L37937	0
26478	L37938	0
26479	L37940	0
26480	L37943	0
26481	L37944	0
26482	L37946	0
26483	L37949	0
26484	L37950	0
26485	L37953	0
26486	L37954	0
26487	L37955	0
26488	L37957	1
26489	L37959	0
26490	L37960	0
26491	L37963	0
26492	L37964	0
26493	L37966	0
26494	L37967	0
26495	L37969	0
26496	L37971	0
26497	L37973	0
26498	L37975	0
26499	L37978	0
26500	L37979	0
26501	L37980	0
26502	L37982	0
26503	L37983	0
26504	L37985	0
26505	L37987	0
26506	L37988	0
26507	L37989	0
26508	L37991	0
26509	L37993	0
26510	L37995	1
26511	L37997	0
26512	L38000	0
26513	L38004	0
26514	L38006	0
26515	L38007	0
26516	L38008	0
26517	L38013	0
26518	L38015	0
26519	L38017	0
26520	L38019	0
26521	L38022	0
26522	L38024	0
26523	L38026	0
26524	L38027	0
26525	L38028	0
26526	L38029	0
26527	L38030	0
26528	L38035	0
26529	L38036	0
26530	L38038	0
26531	L38040	0
26532	L38042	0
26533	L38043	0
26534	L38045	0
26535	L38047	0
26536	L38048	0
26537	L38050	0
26538	L38051	0
26539	L38052	0
26540	L38055	0
26541	L38057	0
26542	L38058	0
26543	L38059	0
26544	L38062	0
26545	L38065	0
26546	L38067	0
26547	L38069	0
26548	L38070	0
26549	L38072	0
26550	L38074	0
26551	L38075	0
26552	L38076	0
26553	L38077	0
26554	L38079	0
26555	L38080	0
26556	L38081	0
26557	L38082	0
26558	L38083	0
26559	L38085	0
26560	L38088	0
26561	L38089	0
26562	L38095	0
26563	L38099	0
26564	L38101	0
26565	L38103	0
26566	L38104	0
26567	L38106	0
26568	L38107	0
26569	L38111	0
26570	L38113	0
26571	L38114	0
26572	L38116	0
26573	L38117	0
26574	L38121	0
26575	L38125	0
26576	L38127	1
26577	L38130	0
26578	L38132	0
26579	L38134	1
26580	L38135	0
26581	L38137	0
26582	L38139	0
26583	L38140	0
26584	L38144	0
26585	L38145	0
26586	L38147	0
26587	L38149	0
26588	L38151	0
