SNP	PC
26449	2
26453	0
26460	1
26462	2
26464	1
26474	0
26477	1
26494	0
26508	1
26512	0
26517	1
26518	1
26519	2
26522	2
26534	2
26538	0
26545	1
26549	1
26556	0
26561	2
26562	2
26567	1
26569	1
26570	1
26575	1
26577	1
26582	0
26590	1
26591	1
26593	1
26595	1
26599	0
26601	1
26612	1
26613	1
26614	2
26618	1
26624	2
26628	1
26651	1
26654	1
26666	2
26673	1
26674	0
26678	2
26683	1
26690	1
26692	1
26696	2
26698	1
26705	2
26712	0
26716	2
26718	1
26740	2
26754	2
26756	1
26760	1
26762	1
26767	0
26773	1
26782	2
26784	0
26787	1
26791	1
26821	1
26824	1
26825	2
26826	1
26828	1
26834	2
26835	1
26841	1
26849	2
26857	2
26863	1
26869	1
26871	0
26873	2
26874	1
26882	1
26892	0
26893	1
26898	2
26901	1
26902	1
26905	1
26936	1
26948	0
26953	1
26954	0
26967	1
26968	1
26969	1
26971	1
27000	2
27001	1
27004	1
27009	1
27012	2
27014	1
27018	2
27028	1
27039	1
27043	1
27049	1
27051	2
27074	1
27083	1
27089	1
27091	0
27097	1
27107	0
27113	1
27118	0
27119	2
27123	1
27131	1
27136	1
27144	1
27152	2
27153	1
27154	1
27168	1
27172	0
27175	2
27177	1
27178	0
27186	1
27190	0
27194	1
27196	2
27197	0
27199	1
27203	1
27212	1
27217	1
27221	1
27223	1
27227	1
27229	1
27230	0
27232	1
27233	1
27237	2
27238	1
27245	1
27249	1
27250	1
27251	2
27254	1
27263	1
27271	2
27291	2
27294	0
27314	1
27317	1
27327	2
27332	1
27340	1
27346	2
27349	2
27377	1
27378	2
27379	1
27382	1
27400	1
27402	1
27408	1
27414	1
27427	1
27428	1
27439	1
27441	1
27443	2
27445	2
27460	2
27467	2
27468	2
27470	2
27472	2
27478	2
27493	0
27496	2
27501	1
27504	2
27509	1
27515	0
27529	1
27532	1
27538	1
27541	2
27542	1
27548	1
27559	0
27560	1
27561	1
27569	1
27573	1
27584	1
27588	0
27592	1
27597	1
27615	1
27619	0
27622	2
27629	1
27631	2
27633	1
27644	2
27647	1
27659	0
27668	1
27669	2
27670	1
27673	0
27686	1
27700	1
27708	2
27714	0
27719	1
27732	1
27733	1
27745	1
27765	1
27776	1
27783	2
27789	2
27791	1
27793	2
27800	2
27814	1
27819	1
27820	1
27828	1
27829	1
27834	1
27835	1
27838	1
27855	2
27863	1
27869	1
27874	1
27879	1
27880	0
27889	1
27898	1
27901	1
27909	2
27911	2
27920	1
27922	1
27927	1
27939	2
27945	2
27960	1
27961	1
27964	1
27995	1
27997	1
27999	2
28003	2
28011	2
28012	1
28013	1
28020	1
28023	0
28027	1
28034	2
28050	1
28055	0
28063	1
28076	1
28081	1
28086	1
28098	1
28105	2
28109	1
28114	2
28115	1
28119	1
28124	2
28126	1
28139	2
28155	1
28163	2
28165	1
28167	0
28168	1
28182	0
28187	1
28192	1
28193	1
28210	1
28211	1
28214	1
28220	1
28221	2
28236	1
28239	1
28257	2
28259	1
28268	0
28272	0
28276	1
28284	2
28285	2
28287	2
28301	1
28302	1
28303	1
28306	1
28311	1
28312	1
28314	1
28316	1
28317	1
28336	1
28337	2
28342	1
28343	0
28346	1
28347	1
28348	1
28349	1
28352	1
28354	1
28357	0
28359	1
28367	1
28374	1
28390	1
28401	1
28402	2
28416	1
28418	0
28419	1
28420	2
28425	0
28430	1
28435	1
28437	1
28439	1
28448	1
28449	1
28460	0
28469	0
28471	1
28476	1
28479	2
28487	1
28490	2
28491	1
28498	1
28506	2
28507	1
28508	2
28530	0
28541	1
28544	2
28557	0
28558	1
28578	2
28580	1
28582	0
28583	2
28605	0
28612	2
28613	0
28622	0
28633	1
28634	2
28641	1
28642	1
28648	1
28654	1
28655	1
28657	1
28661	1
28663	2
28668	2
28676	1
28680	1
28681	1
28682	1
28694	0
28699	2
28716	1
28717	0
28732	1
28745	1
28752	2
28763	1
28766	0
28769	1
28771	1
28775	1
28787	1
28788	1
28790	1
28794	0
28799	2
28805	2
28830	0
28836	1
28843	1
28844	1
28845	1
28848	1
28850	1
28851	1
28853	0
28858	1
28860	1
28869	1
28885	1
28888	2
28894	2
28896	1
28899	1
28905	1
28910	2
28911	2
28917	1
28919	1
28921	2
28922	1
28942	1
28943	2
28949	1
28955	1
28965	2
28973	1
28976	1
28977	1
28987	2
28990	0
28997	1
29003	1
29004	1
29006	1
29009	2
29012	2
29016	1
29022	1
29032	1
29045	2
29047	2
29052	1
29059	0
29063	2
29066	1
29068	0
29069	1
29070	1
29075	1
29080	2
29089	2
29090	1
29091	1
29096	2
29101	1
29102	1
29116	1
29120	1
29127	1
29136	1
29146	2
29153	1
29154	1
29156	1
29161	1
29168	0
29173	1
29181	1
29196	1
29206	1
29212	0
29217	1
29222	1
29224	1
29227	0
29230	1
29232	2
29238	1
29246	1
29255	1
29256	0
29259	2
29263	2
29266	1
29276	1
29287	2
29290	1
29293	1
29299	2
29300	1
29308	1
29310	1
29314	1
29316	1
29318	2
29329	1
29336	2
29342	2
29346	1
29367	1
29368	2
29369	1
29379	1
29381	1
29383	2
29386	1
29387	1
29388	1
29392	1
29393	1
29403	1
29407	0
29417	2
29419	2
29421	1
29426	1
29440	2
29444	1
29448	0
29449	2
29453	1
29462	1
29466	0
29473	1
29480	2
29488	0
29489	1
29492	1
29501	0
29503	0
29515	0
29532	2
29537	2
29547	2
29551	2
29556	1
29561	1
29564	1
29565	1
29570	1
29577	1
29582	0
29590	1
29596	2
29601	0
29607	1
29611	2
29619	1
29624	0
29625	1
29628	0
29634	1
29636	2
29642	1
29644	1
29651	1
29654	1
29657	2
29662	1
29664	1
29670	1
29671	1
29673	2
29681	1
29692	1
29704	0
29709	1
29722	1
29729	1
29738	1
29745	1
29756	0
29759	2
29761	1
29775	2
29777	1
29784	0
29786	1
29788	1
29790	1
29791	1
29792	1
29799	1
29800	2
29803	2
29814	0
29824	0
29825	2
29831	1
29835	0
29842	0
29846	0
29848	1
29853	1
29855	2
29865	0
29866	0
29874	1
29877	1
29878	1
29884	0
29886	1
29888	1
29892	1
29897	1
29901	1
29909	1
29914	2
29917	2
29934	2
29940	1
29946	0
29950	2
29951	1
29965	1
29971	1
29972	1
29977	1
29978	1
29979	1
29994	2
29996	1
30001	2
30023	1
30030	1
30050	1
30054	1
30055	1
30057	2
30060	1
30061	1
30062	2
30064	0
30065	0
30067	1
30076	1
30088	2
30092	1
30096	2
30103	1
30109	1
30116	1
30122	1
30124	1
30130	1
30132	1
30144	1
30171	2
30173	1
30175	1
30182	1
30186	1
30188	1
30196	2
30199	1
30202	1
30203	1
30205	2
30206	2
30211	1
30212	2
30214	0
30222	1
30236	0
30237	1
30241	1
30246	1
30247	2
30250	1
30260	1
30261	2
30267	1
30274	2
30276	2
30287	2
30288	0
30289	1
30291	1
30293	1
30294	2
30298	1
30303	1
30305	1
30352	0
30362	1
30371	1
30380	1
30388	0
30390	2
30391	1
30399	1
30401	1
30418	0
30428	1
30431	1
30432	1
30434	1
30452	0
30456	1
30468	0
30471	1
30477	1
30496	1
30501	1
30504	1
30508	2
30511	1
30527	1
30539	2
30540	1
30545	1
30547	1
30557	1
30581	1
30589	0
30605	1
30606	2
30608	2
30614	1
30615	2
30623	1
30624	1
30625	1
30642	1
30643	1
30644	1
30645	0
30646	0
30652	2
30657	1
30692	2
30697	1
30732	1
30735	1
30739	0
30746	2
30748	1
30751	2
30755	1
30759	1
30763	0
30764	0
30769	1
30771	1
30784	1
30787	2
30800	1
30801	0
30805	2
30807	2
30815	2
30817	2
30821	0
30822	1
30827	1
30830	1
30836	1
30840	0
30843	2
30844	1
30853	1
30861	1
30872	2
30875	2
30878	1
30882	1
30896	1
30899	2
30900	2
30904	2
30913	1
30916	2
30931	1
30935	2
30947	2
30949	2
30950	1
30959	0
30960	1
30962	1
30970	1
30971	2
30980	1
30984	0
30989	1
30990	1
31009	2
31010	1
31011	1
31015	0
31016	1
31024	2
31030	1
31039	1
31042	1
31055	2
31057	2
31060	1
31062	0
31081	1
31084	1
31093	0
31094	2
31100	1
31107	1
31121	1
31122	1
31126	1
31130	1
31141	1
31148	1
31151	2
31152	1
31155	1
31164	2
31172	1
31173	1
31188	1
31193	1
31201	2
31202	1
31204	2
31205	0
31210	0
31214	1
31219	0
31220	1
31225	1
31246	2
31249	1
31254	1
31264	2
31265	2
31268	1
31270	2
31282	2
31286	1
31287	0
31288	1
31291	2
31312	1
31315	0
31333	2
31343	1
31345	2
31350	0
31359	1
31361	1
31368	0
31378	1
31379	0
31381	1
31389	2
31391	1
31393	1
31395	2
31402	1
31403	1
31404	0
31409	1
31412	2
31414	2
31416	0
31419	0
31421	0
31426	1
31430	2
31432	1
31437	1
31439	1
31440	1
31447	0
31449	1
31453	1
31467	1
31471	2
31472	2
31473	0
31477	0
31493	1
31497	1
31509	2
31510	1
31516	1
31518	1
31522	2
31525	0
31553	1
31562	2
31568	1
31592	1
31616	1
31617	2
31620	0
31621	1
31628	2
31630	1
31631	1
31638	0
31643	2
31653	1
31664	1
31667	0
31669	1
31671	1
31673	1
31677	1
31680	1
31686	2
31687	1
31698	1
31699	2
31700	1
31704	1
31712	2
31714	1
31718	2
31724	1
31725	1
31730	1
31733	2
31735	2
31737	2
31740	1
31743	2
31744	1
31751	0
31767	1
31774	1
31806	0
31817	0
31818	2
31827	1
31829	1
31844	1
31854	2
31860	1
31872	2
31877	1
31891	1
31901	1
31904	1
31908	0
31917	1
31938	1
31939	1
31940	1
31945	2
31947	0
31948	1
31954	1
31964	1
31967	1
31970	2
31972	1
31981	2
31986	0
32001	1
32008	0
32009	1
32011	2
32017	0
32018	1
32026	0
32030	1
32038	1
32052	2
32055	2
32061	1
32066	1
32068	1
32075	1
32077	0
32093	2
32096	1
32100	1
32116	0
32117	1
32123	1
32125	1
32127	2
32128	1
32138	1
32149	1
32154	1
32166	1
32170	0
32173	2
32176	1
32190	1
32203	1
32205	1
32206	0
32211	2
32215	1
32216	1
32235	1
32238	2
32253	1
32255	1
32257	1
32271	0
32277	1
32280	0
32283	1
32295	1
32303	1
32310	2
32317	2
32320	2
32323	1
32339	1
32340	1
32346	1
32353	0
32356	1
32363	0
32372	1
32376	1
32387	2
32388	1
32394	1
32396	2
32442	2
32443	1
32445	1
32451	1
32453	2
32464	1
32470	1
32475	0
32486	1
32488	2
32492	1
32497	2
32498	1
32507	1
32511	1
32512	2
32514	1
32521	1
32540	2
32549	1
32550	1
32562	0
32572	0
32577	1
32587	0
32593	1
32635	1
32637	2
32642	1
32646	0
32649	1
32653	1
32662	1
32677	1
32683	1
32688	2
32694	1
32701	1
32702	1
32707	1
32720	0
32721	1
32727	1
32735	2
32736	2
32737	1
32746	0
32759	2
32773	0
32775	1
32776	1
32779	0
32785	0
32800	1
32809	1
32819	1
32820	2
32823	1
32825	1
32836	0
32837	1
32842	0
32845	1
32847	1
32854	0
32860	1
32864	1
32880	0
32881	2
32893	1
32895	0
32902	0
32904	1
32915	1
32916	1
32920	1
32929	1
32931	1
32941	2
32944	1
32949	1
32951	2
32957	1
32964	1
32965	1
32966	1
32967	0
32981	0
32982	1
32992	1
32996	1
32998	0
33010	1
33034	1
33048	1
33061	1
33070	2
33076	1
33097	1
33110	1
33114	1
33115	1
33121	0
33132	1
33139	2
33141	0
33144	1
33146	1
33149	2
33153	1
33165	2
33167	2
33171	1
33182	1
33185	1
33189	1
33192	1
33195	0
33196	1
33203	1
33206	1
33215	1
33220	1
33226	1
33256	1
33262	2
33271	1
33283	2
33291	1
33301	1
33306	2
33307	2
33312	2
33314	2
33317	2
33326	1
33328	1
33331	1
33332	1
33340	1
33344	2
33352	1
33357	1
33360	0
33361	1
33380	1
33381	0
33382	1
33383	0
33385	1
33395	1
33399	1
33410	0
33418	1
33428	2
33432	1
33454	1
33458	1
33464	0
33473	1
33477	0
33480	0
33492	1
33504	1
33505	1
33512	2
33515	1
33522	1
33526	2
33529	0
33531	1
33533	1
33534	1
33537	1
33541	1
33551	2
33554	0
33558	1
33560	0
33576	1
33578	1
33583	1
33595	1
33608	1
33622	0
33630	1
33656	1
33674	2
33675	1
33677	1
33698	1
33710	2
33713	1
33715	2
33722	1
33724	1
33727	1
33728	2
33739	1
33767	1
33772	1
33781	2
33782	1
33784	1
33795	1
33797	1
33799	0
33812	0
33818	1
33819	1
33820	1
33821	2
33822	1
33825	1
33835	2
33838	2
33850	0
33853	1
33855	1
33860	1
33862	1
33867	0
33870	1
33873	1
33885	1
33893	1
33895	1
33897	1
33899	1
33909	1
33916	2
33917	1
33919	1
33940	1
33942	1
33953	2
33954	1
33962	2
33965	2
33968	1
33973	2
33979	1
33984	2
33985	1
33986	2
33992	1
33996	1
34003	1
34016	1
34035	1
34039	1
34049	2
34063	1
34079	1
34081	2
34084	1
34085	0
34086	1
34089	1
34093	1
34101	2
34102	1
34103	1
34104	1
34108	1
34109	1
34113	1
34117	1
34126	2
34127	2
34129	1
34132	2
34135	1
34138	1
34139	2
34150	2
34152	1
34153	1
34156	1
34157	1
34160	2
34164	1
34166	1
34169	1
34176	1
34182	1
34184	1
34190	1
34196	1
34210	1
34213	1
34218	1
34225	0
34226	1
34237	1
34257	1
34262	1
34278	1
34288	1
34295	1
34299	1
34303	1
34304	1
34305	1
34306	1
34307	0
34311	1
34317	1
34325	1
34329	1
34333	2
34334	1
34344	0
34345	1
34348	1
34351	0
34357	1
34358	1
34361	1
34378	2
34388	2
34398	1
34400	2
34422	2
34423	2
34437	1
34440	1
34447	2
34450	1
34455	2
34462	1
34465	1
34469	2
34475	1
34480	1
34482	1
34489	1
34497	1
34510	1
34525	1
34529	1
34536	1
34538	1
34545	0
34548	1
34551	1
34553	0
34564	2
34587	0
34592	1
34594	2
34601	1
34605	1
34607	0
34611	0
34616	0
34625	1
34626	0
34643	1
34645	2
34648	1
34676	1
34677	1
34683	0
34685	1
34696	1
34697	1
34699	1
34725	1
34727	2
34736	2
34742	2
34746	1
