locus	lind	pca_outl	lfmm_outl
L31656	9591	0	0
L31657	9592	1	0
L31660	9593	0	0
L31664	9594	0	0
L31665	9595	0	0
L31670	9596	1	0
L31672	9597	0	0
L31674	9598	1	0
L31679	9599	1	0
L31689	9600	1	0
L31692	9601	0	0
L31693	9602	0	0
L31696	9603	0	0
L31701	9604	1	0
L31704	9605	1	0
L31711	9606	0	0
L31712	9607	1	0
L31717	9608	0	0
L31721	9609	1	0
L31722	9610	0	0
L31724	9611	0	0
L31725	9612	1	0
L31726	9613	1	0
L31730	9614	0	0
L31735	9615	0	0
L31736	9616	0	0
L31741	9617	0	0
L31742	9618	1	0
L31744	9619	1	0
L31750	9620	0	0
L31751	9621	0	0
L31755	9622	0	0
L31756	9623	0	0
L31765	9624	0	0
L31767	9625	1	0
L31772	9626	0	0
L31780	9627	0	0
L31782	9628	0	0
L31785	9629	0	0
L31786	9630	0	0
L31798	9631	0	0
L31799	9632	0	0
L31804	9633	0	0
L31806	9634	0	0
L31808	9635	0	0
L31814	9636	1	0
L31818	9637	0	0
L31819	9638	0	0
L31822	9639	0	0
L31823	9640	0	0
L31829	9641	0	0
L31831	9642	0	0
L31832	9643	0	0
L31843	9644	0	0
L31848	9645	0	0
L31849	9646	0	0
L31850	9647	0	0
L31852	9648	1	0
L31855	9649	0	0
L31858	9650	0	0
L31860	9651	0	0
L31865	9652	0	0
L31870	9653	0	0
L31874	9654	0	0
L31876	9655	0	0
L31878	9656	1	0
L31880	9657	0	0
L31882	9658	0	0
L31883	9659	0	0
L31885	9660	0	0
L31888	9661	1	0
L31891	9662	1	0
L31898	9663	0	0
L31906	9664	0	0
L31908	9665	0	0
L31913	9666	0	0
L31914	9667	0	0
L31917	9668	1	0
L31921	9669	0	0
L31922	9670	0	0
L31925	9671	0	0
L31930	9672	1	0
L31931	9673	1	0
L31938	9674	0	0
L31940	9675	1	0
L31942	9676	0	0
L31945	9677	1	0
L31958	9678	1	0
L31959	9679	1	0
L31960	9680	1	0
L31961	9681	0	0
L31965	9682	1	0
L31966	9683	1	0
L31967	9684	0	0
L31970	9685	0	0
L31971	9686	0	0
L31972	9687	0	0
L31973	9688	1	0
L31975	9689	1	0
L31977	9690	0	0
L31984	9691	0	0
L31998	9692	0	0
L31999	9693	0	0
L32006	9694	0	0
L32007	9695	1	0
L32012	9696	0	0
L32015	9697	1	0
L32019	9698	0	0
L32020	9699	0	0
L32024	9700	0	0
L32025	9701	0	0
L32026	9702	0	0
L32029	9703	0	0
L32034	9704	0	0
L32037	9705	0	0
L32038	9706	0	0
L32040	9707	0	0
L32041	9708	1	0
L32044	9709	0	0
L32049	9710	1	0
L32051	9711	0	0
L32052	9712	0	0
L32053	9713	0	0
L32055	9714	0	0
L32061	9715	0	0
L32063	9716	0	0
L32064	9717	0	0
L32065	9718	0	0
L32068	9719	0	0
L32071	9720	0	0
L32075	9721	0	0
L32076	9722	0	0
L32077	9723	0	0
L32080	9724	0	0
L32081	9725	0	0
L32088	9726	0	0
L32095	9727	1	0
L32096	9728	1	0
L32097	9729	0	0
L32099	9730	0	0
L32104	9731	0	0
L32111	9732	1	0
L32112	9733	1	0
L32115	9734	0	0
L32122	9735	0	0
L32129	9736	0	0
L32144	9737	0	0
L32146	9738	0	0
L32147	9739	0	0
L32149	9740	1	0
L32157	9741	0	0
L32158	9742	0	0
L32159	9743	1	0
L32163	9744	0	0
L32165	9745	0	0
L32169	9746	1	0
L32173	9747	1	0
L32180	9748	1	0
L32181	9749	1	0
L32182	9750	1	0
L32186	9751	0	0
L32188	9752	1	0
L32190	9753	0	0
L32199	9754	0	0
L32203	9755	1	0
L32207	9756	0	0
L32215	9757	0	0
L32220	9758	0	0
L32221	9759	0	0
L32222	9760	0	0
L32223	9761	1	0
L32225	9762	0	0
L32231	9763	0	0
L32233	9764	1	0
L32234	9765	0	0
L32238	9766	0	0
L32240	9767	0	0
L32241	9768	0	0
L32243	9769	0	0
L32245	9770	1	0
L32246	9771	0	0
L32248	9772	0	0
L32251	9773	0	0
L32263	9774	0	0
L32265	9775	0	0
L32270	9776	1	0
L32271	9777	0	0
L32273	9778	1	0
L32287	9779	0	0
L32291	9780	0	0
L32301	9781	0	0
L32303	9782	0	0
L32313	9783	1	0
L32317	9784	1	0
L32319	9785	0	0
L32320	9786	0	0
L32324	9787	1	0
L32326	9788	0	0
L32330	9789	0	0
L32332	9790	1	0
L32336	9791	0	0
L32340	9792	0	0
L32342	9793	0	0
L32344	9794	1	0
L32346	9795	0	0
L32347	9796	0	0
L32348	9797	1	0
L32349	9798	0	0
L32350	9799	0	0
L32354	9800	1	0
L32358	9801	1	0
L32359	9802	0	0
L32368	9803	0	0
L32377	9804	0	0
L32378	9805	0	0
L32379	9806	0	0
L32381	9807	0	0
L32384	9808	0	0
L32389	9809	0	0
L32391	9810	0	0
L32395	9811	0	0
L32396	9812	1	0
L32398	9813	0	0
L32400	9814	0	0
L32401	9815	0	0
L32402	9816	0	0
L32405	9817	1	0
L32408	9818	0	0
L32409	9819	1	0
L32413	9820	0	0
L32419	9821	0	0
L32420	9822	0	0
L32426	9823	0	0
L32429	9824	1	0
L32436	9825	1	0
L32439	9826	0	0
L32444	9827	0	0
L32447	9828	0	0
L32448	9829	0	0
L32450	9830	0	0
L32452	9831	0	0
L32456	9832	0	0
L32457	9833	1	0
L32460	9834	0	0
L32463	9835	0	0
L32464	9836	0	0
L32466	9837	0	0
L32467	9838	1	0
L32468	9839	1	0
L32470	9840	0	0
L32472	9841	0	0
L32474	9842	0	0
L32476	9843	1	0
L32478	9844	0	0
L32479	9845	0	0
L32480	9846	0	0
L32485	9847	1	0
L32488	9848	1	0
L32489	9849	0	0
L32496	9850	0	0
L32504	9851	1	0
L32505	9852	1	0
L32515	9853	0	0
L32516	9854	0	0
L32517	9855	1	0
L32532	9856	0	0
L32533	9857	0	0
L32537	9858	0	0
L32538	9859	0	0
L32541	9860	0	0
L32543	9861	1	0
L32544	9862	0	0
L32546	9863	0	0
L32549	9864	0	0
L32554	9865	0	0
L32563	9866	0	0
L32564	9867	0	0
L32565	9868	0	0
L32568	9869	0	0
L32573	9870	1	0
L32576	9871	0	0
L32579	9872	0	0
L32582	9873	1	0
L32583	9874	1	0
L32586	9875	0	0
L32591	9876	0	0
L32596	9877	0	0
L32599	9878	0	0
L32604	9879	0	0
L32605	9880	0	0
L32606	9881	0	0
L32609	9882	0	0
L32612	9883	0	0
L32619	9884	1	0
L32620	9885	0	0
L32621	9886	0	0
L32626	9887	0	0
L32632	9888	0	0
L32641	9889	0	0
L32642	9890	0	0
L32644	9891	0	0
L32645	9892	1	0
L32650	9893	0	0
L32654	9894	1	0
L32656	9895	0	0
L32657	9896	0	0
L32658	9897	0	0
L32659	9898	0	0
L32662	9899	1	0
L32663	9900	1	0
L32665	9901	1	0
L32666	9902	0	0
L32672	9903	0	0
L32675	9904	0	0
L32681	9905	0	0
L32686	9906	0	0
L32695	9907	1	0
L32701	9908	0	0
L32708	9909	1	0
L32713	9910	0	0
L32715	9911	1	0
L32718	9912	1	0
L32726	9913	0	0
L32727	9914	1	0
L32728	9915	0	0
L32731	9916	0	0
L32739	9917	0	0
L32741	9918	0	0
L32742	9919	0	0
L32744	9920	1	0
L32747	9921	1	0
L32748	9922	0	0
L32749	9923	0	0
L32750	9924	0	0
L32753	9925	1	0
L32756	9926	0	0
L32759	9927	0	0
L32761	9928	1	0
L32767	9929	1	0
L32770	9930	0	0
L32773	9931	0	0
L32779	9932	1	0
L32786	9933	0	0
L32787	9934	0	0
L32788	9935	0	0
L32792	9936	0	0
L32803	9937	0	0
L32806	9938	1	0
L32812	9939	0	1
L32814	9940	0	0
L32817	9941	0	0
L32820	9942	0	0
L32822	9943	0	0
L32824	9944	0	0
L32825	9945	0	0
L32826	9946	0	0
L32829	9947	1	0
L32830	9948	0	0
L32832	9949	0	0
L32834	9950	0	0
L32835	9951	0	0
L32836	9952	0	0
L32837	9953	0	0
L32841	9954	1	0
L32846	9955	0	0
L32847	9956	0	0
L32851	9957	0	0
L32853	9958	0	0
L32857	9959	0	0
L32860	9960	0	0
L32862	9961	0	0
L32867	9962	1	0
L32872	9963	1	0
L32876	9964	0	0
L32882	9965	0	0
L32884	9966	0	0
L32892	9967	0	0
L32893	9968	1	0
L32895	9969	0	0
L32900	9970	1	0
L32905	9971	0	0
L32906	9972	1	0
L32914	9973	0	0
L32916	9974	0	0
L32919	9975	0	0
L32935	9976	0	0
L32936	9977	0	0
L32938	9978	0	0
L32940	9979	0	0
L32942	9980	1	0
L32944	9981	0	0
L32947	9982	1	0
L32957	9983	0	0
L32958	9984	1	0
L32964	9985	0	0
L32968	9986	0	0
L32974	9987	0	0
L32976	9988	0	0
L32977	9989	0	0
L32978	9990	0	0
L32983	9991	0	0
L32988	9992	0	0
L32990	9993	0	0
L32995	9994	0	0
L33000	9995	1	0
L33009	9996	0	0
L33013	9997	0	0
L33015	9998	1	0
L33018	9999	0	0
L33022	10000	0	0
L33026	10001	0	0
L33028	10002	0	0
L33036	10003	1	0
L33040	10004	1	0
L33041	10005	0	0
L33042	10006	0	0
L33043	10007	0	0
L33044	10008	0	0
L33047	10009	0	0
L33048	10010	0	0
L33050	10011	0	0
L33057	10012	0	0
L33065	10013	0	0
L33071	10014	0	0
L33074	10015	0	0
L33075	10016	1	0
L33079	10017	1	0
L33084	10018	0	0
L33087	10019	1	0
L33093	10020	1	0
L33097	10021	0	0
L33099	10022	0	0
L33104	10023	0	0
L33106	10024	0	0
L33107	10025	0	0
L33109	10026	1	0
L33111	10027	1	0
L33116	10028	1	0
L33119	10029	1	0
L33120	10030	0	0
L33121	10031	0	0
L33126	10032	1	0
L33133	10033	0	0
L33134	10034	0	0
L33136	10035	0	0
L33137	10036	0	0
L33144	10037	0	0
L33147	10038	1	0
L33150	10039	0	0
L33154	10040	0	0
L33166	10041	1	0
L33173	10042	0	0
L33174	10043	0	0
L33178	10044	0	0
L33181	10045	0	0
L33182	10046	1	0
L33189	10047	0	0
L33201	10048	1	0
L33203	10049	0	0
L33205	10050	0	0
L33207	10051	0	0
L33211	10052	1	0
L33215	10053	0	0
L33222	10054	0	0
L33223	10055	0	0
L33225	10056	0	0
L33229	10057	0	0
L33241	10058	0	0
L33242	10059	1	0
L33248	10060	1	0
L33251	10061	1	0
L33255	10062	0	0
L33256	10063	0	0
L33258	10064	1	0
L33261	10065	1	0
L33262	10066	0	0
L33263	10067	0	0
L33268	10068	0	0
L33269	10069	0	0
L33272	10070	0	0
L33273	10071	1	0
L33275	10072	1	0
L33282	10073	1	0
L33285	10074	0	0
L33287	10075	0	0
L33288	10076	0	0
L33289	10077	0	0
L33290	10078	0	0
L33292	10079	0	0
L33295	10080	1	0
L33298	10081	0	0
L33300	10082	0	0
L33303	10083	0	0
L33307	10084	0	0
L33309	10085	1	0
L33311	10086	0	0
L33315	10087	1	0
L33317	10088	0	0
L33324	10089	0	0
L33327	10090	0	0
L33335	10091	1	0
L33338	10092	0	0
L33344	10093	0	0
L33347	10094	0	0
L33349	10095	0	0
L33350	10096	0	0
L33354	10097	0	0
L33357	10098	0	0
L33361	10099	0	0
L33372	10100	0	0
L33376	10101	0	0
L33377	10102	1	0
L33379	10103	0	0
L33380	10104	0	0
L33383	10105	0	0
L33385	10106	0	0
L33386	10107	0	0
L33388	10108	1	0
L33389	10109	0	0
L33394	10110	0	0
L33398	10111	1	0
L33400	10112	1	0
L33402	10113	0	0
L33403	10114	0	0
L33412	10115	0	0
L33414	10116	1	0
L33421	10117	0	0
L33425	10118	0	0
L33429	10119	0	0
L33433	10120	0	0
L33439	10121	0	0
L33441	10122	0	0
L33446	10123	0	0
L33452	10124	1	0
L33454	10125	0	0
L33456	10126	1	0
L33459	10127	0	0
L33460	10128	1	0
L33463	10129	0	0
L33465	10130	1	0
L33471	10131	0	0
L33476	10132	0	0
L33477	10133	0	0
L33479	10134	1	0
L33485	10135	0	0
L33493	10136	1	0
L33495	10137	0	0
L33499	10138	0	0
L33502	10139	0	0
L33506	10140	0	0
L33507	10141	0	0
L33512	10142	1	0
L33513	10143	0	0
L33519	10144	0	0
L33521	10145	0	0
L33522	10146	0	0
L33523	10147	0	0
L33524	10148	0	0
L33525	10149	0	0
L33526	10150	0	0
L33532	10151	1	0
L33534	10152	0	0
L33535	10153	1	0
L33541	10154	1	0
L33544	10155	1	0
L33547	10156	1	0
L33549	10157	0	0
L33550	10158	0	0
L33554	10159	0	0
L33557	10160	0	0
L33560	10161	1	0
L33561	10162	0	0
L33567	10163	0	0
L33570	10164	0	0
L33571	10165	0	0
L33575	10166	0	0
L33579	10167	0	0
L33583	10168	0	0
L33584	10169	0	0
L33590	10170	0	0
L33591	10171	0	0
L33595	10172	1	0
L33600	10173	1	0
L33601	10174	0	0
L33604	10175	1	0
L33608	10176	0	0
L33609	10177	0	0
L33610	10178	1	0
L33611	10179	0	0
L33616	10180	0	0
L33618	10181	0	0
L33620	10182	1	0
L33622	10183	0	0
L33625	10184	0	0
L33628	10185	0	0
L33637	10186	0	0
L33641	10187	0	0
L33642	10188	0	0
L33644	10189	1	0
L33645	10190	0	0
L33646	10191	0	0
L33649	10192	0	0
L33653	10193	0	0
L33654	10194	0	0
L33658	10195	0	0
L33660	10196	0	0
L33661	10197	1	0
L33662	10198	0	0
L33672	10199	0	0
L33677	10200	0	0
L33680	10201	0	0
L33682	10202	0	0
L33689	10203	0	0
L33692	10204	0	0
L33693	10205	1	0
L33695	10206	0	0
L33696	10207	1	0
L33698	10208	0	0
L33713	10209	0	0
L33718	10210	1	0
L33719	10211	0	0
L33722	10212	0	0
L33724	10213	0	0
L33727	10214	0	0
L33731	10215	0	0
L33732	10216	1	0
L33734	10217	0	0
L33735	10218	0	0
L33738	10219	0	0
L33742	10220	0	0
L33747	10221	0	0
L33755	10222	0	0
L33757	10223	1	0
L33765	10224	0	0
L33767	10225	0	0
L33769	10226	1	0
L33774	10227	1	0
L33776	10228	1	0
L33785	10229	0	0
L33787	10230	0	0
L33788	10231	1	0
L33789	10232	0	0
L33795	10233	0	0
L33797	10234	0	0
L33799	10235	0	0
L33802	10236	1	0
L33804	10237	1	0
L33805	10238	0	0
L33809	10239	0	0
L33810	10240	1	0
L33811	10241	0	0
L33816	10242	0	0
L33817	10243	0	0
L33818	10244	0	0
L33820	10245	0	0
L33821	10246	0	0
L33824	10247	1	0
L33825	10248	0	0
L33826	10249	1	0
L33828	10250	0	0
L33829	10251	0	0
L33830	10252	0	0
L33831	10253	0	0
L33832	10254	0	0
L33837	10255	1	0
L33841	10256	0	0
L33845	10257	1	0
L33848	10258	0	0
L33851	10259	0	0
L33855	10260	0	0
L33857	10261	1	0
L33858	10262	1	0
L33859	10263	0	0
L33860	10264	0	0
L33863	10265	1	0
L33866	10266	0	0
L33873	10267	1	0
L33874	10268	1	0
L33889	10269	1	0
L33892	10270	1	0
L33899	10271	0	0
L33902	10272	0	0
L33903	10273	1	0
L33911	10274	0	0
L33912	10275	0	0
L33918	10276	0	0
L33928	10277	0	0
L33929	10278	0	0
L33938	10279	0	0
L34048	10280	0	0
L34053	10281	0	0
L34069	10282	0	0
L34079	10283	0	0
L34080	10284	0	0
L34081	10285	0	0
L34090	10286	0	0
L34092	10287	0	0
L34093	10288	0	0
L34125	10289	0	0
L34126	10290	0	0
L34127	10291	0	0
L34145	10292	0	0
L34150	10293	0	0
L34154	10294	0	0
L34155	10295	1	0
L34157	10296	0	0
L34158	10297	1	0
L34159	10298	0	0
L34160	10299	0	0
L34163	10300	0	0
L34164	10301	0	0
L34166	10302	1	0
L34168	10303	0	0
L34170	10304	0	0
L34172	10305	0	0
L34183	10306	1	0
L34189	10307	1	0
L34199	10308	0	0
L34202	10309	0	0
L34203	10310	0	0
L34218	10311	0	0
L34219	10312	1	0
L34221	10313	1	0
L34222	10314	0	0
L34225	10315	0	0
L34247	10316	1	0
L34249	10317	0	0
L34256	10318	0	0
L34257	10319	0	0
L34262	10320	0	0
L34268	10321	1	0
L34270	10322	1	0
L34273	10323	0	0
L34284	10324	0	0
L34287	10325	0	0
L34296	10326	1	0
L34299	10327	0	0
L34316	10328	1	0
L34319	10329	0	0
L34330	10330	1	0
L34334	10331	0	0
L34335	10332	0	0
L34337	10333	0	0
L34345	10334	0	0
L34346	10335	0	0
L34354	10336	0	0
L34360	10337	0	0
L34366	10338	0	0
L34367	10339	1	0
L34369	10340	0	0
L34381	10341	0	0
L34382	10342	0	0
L34387	10343	1	0
L34389	10344	0	0
L34391	10345	1	0
L34392	10346	0	0
L34396	10347	1	0
L34401	10348	0	0
L34403	10349	0	0
L34404	10350	0	0
L34413	10351	0	0
L34424	10352	0	0
L34427	10353	0	0
L34428	10354	1	0
L34438	10355	0	0
L34446	10356	1	0
L34455	10357	0	0
L34462	10358	0	0
L34465	10359	0	0
L34470	10360	0	0
L34474	10361	0	0
L34477	10362	0	0
L34483	10363	0	0
L34489	10364	1	0
L34493	10365	0	0
L34502	10366	0	0
L34511	10367	0	0
L34524	10368	1	0
L34532	10369	0	0
L34539	10370	1	0
L34546	10371	0	0
L34549	10372	1	0
L34554	10373	0	0
L34555	10374	0	0
L34556	10375	0	0
L34566	10376	1	0
L34572	10377	0	0
L34579	10378	0	0
L34583	10379	0	0
L34585	10380	0	0
L34588	10381	0	0
L34589	10382	0	0
L34598	10383	0	0
L34604	10384	1	0
L34605	10385	0	0
L34612	10386	0	0
L34614	10387	0	0
L34621	10388	0	0
L34626	10389	0	0
L34636	10390	0	0
L34637	10391	0	0
L34642	10392	0	0
L34644	10393	0	0
L34647	10394	1	0
L34650	10395	0	0
L34683	10396	1	0
L34686	10397	0	0
L34696	10398	0	0
L34698	10399	1	0
L34699	10400	0	0
L34701	10401	0	0
L34709	10402	1	0
L34717	10403	0	0
L34718	10404	0	0
L34727	10405	0	0
L34738	10406	1	0
L34740	10407	0	0
L34741	10408	1	0
L34755	10409	0	0
L34761	10410	0	0
L34762	10411	0	0
L34764	10412	0	0
L34766	10413	0	0
L34770	10414	0	0
L34778	10415	1	0
L34783	10416	1	0
L34788	10417	1	0
L34791	10418	0	0
L34792	10419	0	0
L34794	10420	0	0
L34802	10421	0	0
L34808	10422	1	0
L34810	10423	1	0
L34812	10424	0	0
L34814	10425	0	0
L34817	10426	0	0
L34821	10427	0	0
L34822	10428	0	0
L34826	10429	0	0
L34828	10430	0	0
L34830	10431	1	0
L34832	10432	0	0
L34833	10433	0	0
L34834	10434	0	0
L34835	10435	0	0
L34841	10436	0	0
L34842	10437	0	0
L34844	10438	0	0
L34848	10439	0	0
L34849	10440	1	0
L34855	10441	0	0
L34857	10442	0	0
L34859	10443	0	0
L34861	10444	0	0
L34864	10445	0	0
L34869	10446	1	0
L34872	10447	1	0
L34874	10448	0	0
L34879	10449	0	0
L34882	10450	0	0
L34885	10451	0	0
L34889	10452	0	0
L34891	10453	0	0
L34895	10454	1	0
L34896	10455	0	0
L34898	10456	1	0
L34899	10457	1	0
L34907	10458	0	0
L34916	10459	0	0
L34919	10460	0	0
L34920	10461	0	0
L34923	10462	1	0
L34924	10463	0	0
L34925	10464	0	0
L34926	10465	0	0
L34930	10466	0	0
L34931	10467	1	0
L34934	10468	0	0
L34935	10469	1	0
L34937	10470	0	0
L34941	10471	0	0
L34943	10472	0	0
L34947	10473	1	0
L34951	10474	0	0
L34955	10475	1	0
L34957	10476	0	0
L34960	10477	0	0
L34966	10478	1	0
L34967	10479	0	0
L34971	10480	0	0
L34974	10481	0	0
L34979	10482	0	0
L34981	10483	1	0
L34984	10484	0	0
L34985	10485	0	0
L34987	10486	1	0
L34988	10487	0	0
L34991	10488	0	0
L34992	10489	0	0
L34999	10490	0	0
L35004	10491	0	0
L35006	10492	1	0
L35007	10493	1	0
L35011	10494	0	0
L35013	10495	1	0
L35015	10496	0	0
L35017	10497	1	0
L35019	10498	0	0
L35020	10499	1	0
L35023	10500	0	0
L35025	10501	0	0
L35029	10502	0	0
L35034	10503	0	0
L35036	10504	0	0
L35038	10505	0	0
L35039	10506	0	0
L35042	10507	1	0
L35048	10508	0	0
L35050	10509	0	0
L35052	10510	0	0
L35058	10511	0	0
L35059	10512	0	0
L35061	10513	0	0
L35063	10514	1	0
L35064	10515	1	0
L35065	10516	0	0
L35069	10517	1	0
L35073	10518	1	0
L35074	10519	0	0
L35075	10520	0	0
L35077	10521	0	0
L35082	10522	0	0
L35083	10523	0	0
L35087	10524	0	0
L35090	10525	0	0
L35092	10526	1	0
L35098	10527	1	0
L35100	10528	1	0
L35103	10529	0	0
L35104	10530	0	0
L35106	10531	0	0
L35110	10532	0	0
L35113	10533	0	0
L35119	10534	0	0
L35121	10535	0	0
L35125	10536	0	0
L35131	10537	1	0
L35133	10538	0	0
L35134	10539	1	0
L35136	10540	1	0
L35140	10541	0	0
L35141	10542	0	0
L35144	10543	1	0
L35149	10544	0	0
L35152	10545	0	0
L35156	10546	1	0
L35158	10547	0	0
L35161	10548	0	0
L35164	10549	0	0
L35170	10550	0	0
L35173	10551	1	0
L35189	10552	0	0
L35191	10553	0	0
L35196	10554	0	0
L35198	10555	0	0
L35199	10556	1	0
L35202	10557	0	0
L35206	10558	1	0
L35207	10559	0	0
L35215	10560	1	0
L35219	10561	1	0
L35224	10562	0	0
L35227	10563	0	0
L35228	10564	1	0
L35232	10565	0	0
L35236	10566	1	0
L35238	10567	0	0
L35240	10568	0	0
L35241	10569	0	0
L35242	10570	1	0
L35247	10571	0	0
L35251	10572	1	0
L35252	10573	1	0
L35255	10574	0	0
L35259	10575	0	0
L35263	10576	0	0
L35266	10577	0	0
L35268	10578	0	0
L35271	10579	0	0
L35272	10580	1	0
L35274	10581	0	0
L35277	10582	0	0
L35284	10583	0	0
L35288	10584	0	0
L35290	10585	1	0
L35291	10586	1	0
L35292	10587	0	0
L35293	10588	1	0
L35298	10589	0	0
L35300	10590	0	0
L35303	10591	0	0
L35305	10592	0	0
L35307	10593	0	0
L35308	10594	1	0
L35316	10595	1	0
L35323	10596	1	0
L35325	10597	0	0
L35327	10598	0	0
L35328	10599	0	0
L35329	10600	0	0
L35331	10601	1	0
L35335	10602	0	0
L35336	10603	1	0
L35337	10604	1	0
L35339	10605	0	0
L35340	10606	0	0
L35342	10607	1	0
L35346	10608	1	0
L35347	10609	1	0
L35351	10610	0	0
L35353	10611	1	0
L35358	10612	0	0
L35362	10613	0	0
L35365	10614	0	0
L35367	10615	0	0
L35370	10616	1	0
L35372	10617	0	0
L35373	10618	0	0
L35374	10619	0	0
L35375	10620	0	0
L35377	10621	0	0
L35378	10622	0	0
L35380	10623	1	0
L35383	10624	0	0
L35386	10625	1	0
L35388	10626	1	0
L35392	10627	1	0
L35393	10628	0	0
L35396	10629	0	0
L35399	10630	0	0
L35401	10631	1	0
L35402	10632	0	0
L35405	10633	0	0
L35408	10634	1	0
L35417	10635	1	0
L35418	10636	0	0
L35424	10637	0	0
L35425	10638	0	0
L35429	10639	1	0
L35431	10640	0	0
L35432	10641	0	0
L35435	10642	0	0
L35437	10643	0	0
L35438	10644	0	0
L35440	10645	1	0
L35444	10646	0	0
L35445	10647	0	0
L35448	10648	0	0
L35452	10649	0	0
L35453	10650	0	0
L35455	10651	0	0
L35456	10652	0	0
L35458	10653	0	0
L35460	10654	0	0
L35467	10655	0	0
L35470	10656	1	0
L35473	10657	0	0
L35476	10658	0	0
L35483	10659	0	0
L35484	10660	0	0
L35485	10661	1	0
L35488	10662	0	0
L35490	10663	0	0
L35494	10664	1	0
L35502	10665	0	0
L35510	10666	0	0
L35515	10667	0	0
L35516	10668	0	0
L35518	10669	1	0
L35520	10670	1	0
L35521	10671	1	0
L35523	10672	0	0
L35527	10673	1	0
L35528	10674	1	0
L35529	10675	0	0
L35532	10676	0	0
L35541	10677	1	0
L35543	10678	0	0
L35546	10679	0	0
L35547	10680	1	0
L35549	10681	1	0
L35553	10682	0	0
L35555	10683	0	0
L35557	10684	0	0
L35563	10685	0	0
L35568	10686	1	0
L35570	10687	0	0
L35573	10688	0	0
L35579	10689	0	0
L35583	10690	0	0
L35584	10691	0	0
L35590	10692	0	0
L35595	10693	0	0
L35597	10694	0	0
L35598	10695	0	0
L35599	10696	1	0
L35606	10697	1	0
L35607	10698	0	0
L35608	10699	0	0
L35610	10700	0	0
L35612	10701	0	0
L35614	10702	1	0
L35619	10703	0	0
L35624	10704	1	0
L35625	10705	0	0
L35628	10706	1	0
L35632	10707	0	0
L35635	10708	0	0
L35637	10709	0	0
L35638	10710	0	0
L35640	10711	0	0
L35642	10712	0	0
L35643	10713	1	0
L35645	10714	0	0
L35657	10715	1	0
L35660	10716	0	0
L35664	10717	1	0
L35665	10718	0	0
L35666	10719	1	0
L35669	10720	0	0
L35671	10721	0	0
L35674	10722	1	0
L35676	10723	0	0
L35678	10724	1	0
L35683	10725	1	0
L35684	10726	0	0
L35689	10727	0	0
L35690	10728	0	0
L35691	10729	0	0
L35698	10730	1	0
L35701	10731	0	0
L35703	10732	0	0
L35706	10733	0	0
L35710	10734	0	0
L35711	10735	0	0
L35712	10736	0	0
L35715	10737	1	0
L35719	10738	1	0
L35722	10739	0	0
L35725	10740	1	0
L35726	10741	1	0
L35727	10742	1	0
L35729	10743	1	0
L35733	10744	1	0
L35736	10745	0	0
L35741	10746	0	0
L35743	10747	0	0
L35746	10748	0	0
L35748	10749	0	0
L35752	10750	0	0
L35754	10751	0	0
L35759	10752	0	0
L35762	10753	0	0
L35766	10754	0	0
L35770	10755	1	0
L35772	10756	0	0
L35774	10757	0	0
L35775	10758	0	0
L35777	10759	0	0
L35778	10760	1	0
L35779	10761	1	0
L35780	10762	1	0
L35783	10763	1	0
L35788	10764	0	0
L35794	10765	0	0
L35798	10766	0	0
L35803	10767	0	0
L35804	10768	0	0
L35807	10769	0	0
L35808	10770	1	0
L35809	10771	1	0
L35812	10772	0	0
L35815	10773	0	0
L35817	10774	0	0
L35819	10775	0	0
L35822	10776	0	0
L35824	10777	0	0
L35828	10778	0	0
L35829	10779	0	0
L35831	10780	1	0
L35832	10781	0	0
L35835	10782	1	0
L35837	10783	0	0
L35840	10784	0	0
L35842	10785	0	0
L35844	10786	0	0
L35847	10787	0	0
L35849	10788	0	0
L35851	10789	0	0
L35852	10790	0	0
L35857	10791	0	0
L35861	10792	0	0
L35862	10793	0	0
L35865	10794	0	0
L35866	10795	0	0
L35869	10796	0	0
L35871	10797	0	0
L35872	10798	0	0
L35875	10799	0	0
L35876	10800	1	0
L35877	10801	0	0
L35878	10802	0	0
L35883	10803	0	0
L35884	10804	0	0
L35885	10805	0	0
L35886	10806	0	0
L35893	10807	0	0
L35894	10808	1	0
L35896	10809	0	0
L35897	10810	0	0
L35902	10811	0	0
L35908	10812	0	0
L35911	10813	1	0
L35914	10814	1	0
L35915	10815	0	0
L35917	10816	0	0
L35922	10817	0	0
L35925	10818	0	0
L35928	10819	1	0
L35930	10820	1	0
L35931	10821	0	0
L35933	10822	1	0
L35936	10823	1	0
L35937	10824	0	0
L35949	10825	1	0
L35953	10826	1	0
L35954	10827	0	0
L35964	10828	0	0
L35971	10829	1	0
L35972	10830	0	0
L35976	10831	0	0
L35978	10832	0	0
L35979	10833	0	0
L35983	10834	0	0
L35985	10835	0	0
L35989	10836	0	0
L35990	10837	0	0
L35999	10838	1	0
L36010	10839	0	0
L36013	10840	0	0
L36016	10841	1	0
L36023	10842	0	0
L36026	10843	0	0
L36030	10844	0	0
L36033	10845	0	0
L36034	10846	0	0
L36036	10847	1	0
L36038	10848	0	0
L36050	10849	0	0
L36053	10850	1	0
L36056	10851	1	0
L36057	10852	0	0
L36062	10853	0	0
L36065	10854	0	0
L36069	10855	0	0
L36074	10856	0	0
L36076	10857	1	0
L36080	10858	0	0
L36082	10859	0	0
L36083	10860	0	0
